TAB;BETRETEN;VERLASSEN;DAUER_SEKUNDEN
tab1;18:18:03;18:18:05;1,62
tab1;18:18:05;18:18:15;10,94
tab3;18:18:15;18:18:22;7,03
tab1;18:18:22;18:18:40;17,59
tab3;18:18:40;18:18:46;6,17
tab1;18:18:46;18:18:57;10,60
tab2;18:18:57;18:19:04;7,01
tab1;18:19:04;18:19:37;32,66
tab3;18:19:37;18:19:42;5,43
tab2;18:19:42;18:19:52;9,68
tab1;18:19:52;18:19:55;2,90
tab2;18:19:55;18:19:58;3,35
tab3;18:19:58;18:20:04;6,37


FELD;EINGABE;POSITION;ZEIT;TAB_BETRETEN
Tiere 1;Elefant;1;18:18:07;18:18:05
Tiere 2;Delfin;2;18:18:09;18:18:05
Tiere 3;Fuchs;3;18:18:11;18:18:05
Tiere 4;Pinguin;4;18:18:15;18:18:15
Tiere 5;Tiger;5;18:18:28;18:18:22
Tiere 6;Löwe;6;18:18:29;18:18:22
Tiere 7;Meerschweinchen;7;18:18:32;18:18:22
Tiere 8;Hase;8;18:18:34;18:18:22
Tiere 9;Nilpferd;9;18:18:36;18:18:22
Tiere 10;Jaguar;10;18:18:50;18:18:46
Gegenstände 1;Maus;11;18:18:53;18:18:46
Gegenstände 2;Tastatur;12;18:19:08;18:19:04
Gegenstände 3;USB-Stick;13;18:19:13;18:19:04
Gegenstände 4;Vase;14;18:19:15;18:19:04
Gegenstände 5;Schublade;15;18:19:18;18:19:04
Gegenstände 6;Dose;16;18:19:22;18:19:04
Gegenstände 7;Tasse;17;18:19:24;18:19:04
Gegenstände 8;Kamera;18;18:19:27;18:19:04
Gegenstände 9;Paket;19;18:19:29;18:19:04
Gegenstände 10;Handy;20;18:19:37;18:19:37


EVENT;Zeit;DETAILS
tab_switch;18:18:05;{"from":"tab1","to":"tab1"}
tab_switch;18:18:15;{"from":"tab1","to":"tab3"}
tab_switch;18:18:22;{"from":"tab3","to":"tab1"}
tab_switch;18:18:40;{"from":"tab1","to":"tab3"}
tab_switch;18:18:46;{"from":"tab3","to":"tab1"}
tab2_notification_shown;18:18:53;{"message":"Neue Aufgabe in Tab2 - sofort überprüfen."}
tab_switch;18:18:57;{"from":"tab1","to":"tab2"}
tab2_task_started;18:18:58;{"totalBubbles":10,"trigger":"first_bubble_click"}
tab_switch;18:19:04;{"from":"tab2","to":"tab1"}
tab_switch;18:19:37;{"from":"tab1","to":"tab3"}
tab_switch;18:19:42;{"from":"tab3","to":"tab2"}
tab2_task_finished;18:19:45;{"completedBubbles":10}
tab_switch;18:19:52;{"from":"tab2","to":"tab1"}
tab_switch;18:19:55;{"from":"tab1","to":"tab2"}
tab_switch;18:19:58;{"from":"tab2","to":"tab3"}


ID;TYP;TEXT;ANGEZEIGT;TAB_BETRETEN;BEANTWORTET;REAKTIONSZEIT_SEK;RICHTIG;FEHLER
0;number;Drücken Sie die Zahl 1;18:18:11;18:18:05;18:18:20;8,73;true;0
1;check;Bestätigen Sie diese Meldung;18:18:29;18:18:22;18:18:42;12,56;true;0
2;cross;Lehnen Sie diese Meldung ab;18:18:36;18:18:22;18:18:44;7,76;true;0
3;number;Drücken Sie die Zahl 7;18:19:15;18:19:04;18:19:39;23,60;true;0
4;check;Bestätigen Sie diese Meldung;18:19:27;18:19:04;18:19:40;12,70;true;0
5;text;Schreibe das Wort hallo;18:19:55;18:19:55;18:20:02;6,96;true;0


GESAMTDAUER_SEKUNDEN;121,33
GESAMT_FEHLER;0
