TAB;BETRETEN;VERLASSEN;DAUER_SEKUNDEN
tab1;00:08:25;00:08:52;26,82
tab3;00:08:52;00:08:55;2,94
tab1;00:08:55;00:08:56;1,48
tab2;00:08:56;00:08:57;0,94
tab1;00:08:57;00:09:39;41,40
tab3;00:09:39;00:09:42;3,48
tab1;00:09:42;00:09:45;2,95
tab2;00:09:45;00:09:46;0,65
tab1;00:09:46;00:09:58;12,12
tab2;00:09:58;00:10:04;6,52
tab3;00:10:04;00:10:09;4,30
tab1;00:10:09;00:10:45;36,66
tab3;00:10:45;00:10:49;3,90
tab2;00:10:49;00:10:50;0,36
tab1;00:10:50;00:10:52;2,37


FELD;EINGABE;POSITION;ZEIT;TAB_BETRETEN
Farbe 1;Braun;1;00:08:30;00:08:25
Farbe 2;Gelb;2;00:08:34;00:08:25
Farbe 3;Rot;3;00:08:38;00:08:25
Farbe 4;Grün;4;00:08:43;00:08:25
Farbe 5;Schwarz;5;00:08:50;00:08:25
Farbe 6;Lila;6;00:09:04;00:08:57
Farbe 7;Weiß;7;00:09:19;00:08:57
Farbe 8;Beige;8;00:09:22;00:08:57
Farbe 9;Dunkelblau;9;00:09:35;00:08:57
Farbe 10;Blau;10;00:09:39;00:08:57
Lebensmittel 1;Cola;11;00:09:53;00:09:46
Lebensmittel 2;Brot;12;00:09:57;00:09:46
Lebensmittel 3;Sandwich;13;00:10:16;00:10:09
Lebensmittel 4;Nudeln;14;00:10:22;00:10:09
Lebensmittel 5;Mehl;15;00:10:25;00:10:09
Lebensmittel 6;Käse;16;00:10:31;00:10:09
Lebensmittel 7;Wurst;17;00:10:34;00:10:09
Lebensmittel 8;Pizza;18;00:10:37;00:10:09
Lebensmittel 9;Burger;19;00:10:40;00:10:09
Lebensmittel 10;Kohl;20;00:10:45;00:10:09


EVENT;Zeit;DETAILS
tab_switch;00:08:52;{"from":"tab1","to":"tab3"}
tab_switch;00:08:55;{"from":"tab3","to":"tab1"}
tab_switch;00:08:56;{"from":"tab1","to":"tab2"}
tab_switch;00:08:57;{"from":"tab2","to":"tab1"}
tab_switch;00:09:39;{"from":"tab1","to":"tab3"}
tab_switch;00:09:42;{"from":"tab3","to":"tab1"}
tab_switch;00:09:45;{"from":"tab1","to":"tab2"}
tab_switch;00:09:46;{"from":"tab2","to":"tab1"}
tab2_notification_shown;00:09:53;{"message":"Neue Aufgabe in Tab2 - sofort überprüfen."}
tab_switch;00:09:58;{"from":"tab1","to":"tab2"}
tab2_task_started;00:09:59;{"totalBubbles":10,"trigger":"first_bubble_click"}
tab2_task_finished;00:10:03;{"completedBubbles":10}
tab_switch;00:10:04;{"from":"tab2","to":"tab3"}
tab_switch;00:10:09;{"from":"tab3","to":"tab1"}
tab_switch;00:10:45;{"from":"tab1","to":"tab3"}
tab_switch;00:10:49;{"from":"tab3","to":"tab2"}
tab_switch;00:10:50;{"from":"tab2","to":"tab1"}


ID;TYP;TEXT;ANGEZEIGT;TAB_BETRETEN;BEANTWORTET;REAKTIONSZEIT_SEK;RICHTIG;FEHLER
0;number;Drücken Sie die Zahl 1;00:08:38;00:08:52;00:08:54;16,22;true;0
1;check;Bestätigen Sie diese Meldung;00:09:04;00:09:39;00:09:41;36,85;true;0
2;cross;Lehnen Sie diese Meldung ab;00:09:35;00:09:39;00:09:41;5,97;true;0
3;text;Schreibe das Wort hallo;00:10:03;00:10:04;00:10:08;4,78;true;0
4;number;Drücken Sie die Zahl 7;00:10:22;00:10:45;00:10:47;25,33;true;0
5;check;Bestätigen Sie diese Meldung;00:10:37;00:10:45;00:10:48;10,91;true;0


GESAMTDAUER_SEKUNDEN;146,88
GESAMT_FEHLER;0
