TAB;BETRETEN;VERLASSEN;DAUER_SEKUNDEN
tab1;00:32:18;00:32:45;27,73
tab3;00:32:45;00:32:48;2,86
tab1;00:32:48;00:33:12;23,95
tab3;00:33:12;00:33:14;1,63
tab1;00:33:14;00:33:25;10,78
tab2;00:33:25;00:33:32;7,17
tab3;00:33:32;00:33:36;3,94
tab1;00:33:36;00:34:09;33,55
tab3;00:34:09;00:34:13;3,51


FELD;EINGABE;POSITION;ZEIT;TAB_BETRETEN
Farbe 1;Weiß;1;00:32:25;00:32:18
Farbe 2;Lila;2;00:32:27;00:32:18
Farbe 3;Gelb;3;00:32:29;00:32:18
Farbe 4;Grün;4;00:32:31;00:32:18
Farbe 5;Rot;5;00:32:33;00:32:18
Farbe 6;Blau;6;00:32:35;00:32:18
Farbe 7;Schwarz;7;00:32:38;00:32:18
Farbe 8;Orange;8;00:32:54;00:32:48
Farbe 9;Bordeaux;9;00:33:10;00:32:48
Farbe 10;Grau;10;00:33:17;00:33:14
Lebensmittel 1;Milch;11;00:33:22;00:33:14
Lebensmittel 2;Brot;12;00:33:40;00:33:36
Lebensmittel 3;Semmel;13;00:33:44;00:33:36
Lebensmittel 4;Mehl;14;00:33:48;00:33:36
Lebensmittel 5;Nudeln;15;00:33:49;00:33:36
Lebensmittel 6;Käse;16;00:33:52;00:33:36
Lebensmittel 7;Sahne;17;00:33:54;00:33:36
Lebensmittel 8;Marmelade;18;00:33:58;00:33:36
Lebensmittel 9;Kuchen;19;00:34:03;00:33:36
Lebensmittel 10;Pizza;20;00:34:09;00:33:36


EVENT;Zeit;DETAILS
tab_switch;00:32:45;{"from":"tab1","to":"tab3"}
tab_switch;00:32:48;{"from":"tab3","to":"tab1"}
tab_switch;00:33:12;{"from":"tab1","to":"tab3"}
tab_switch;00:33:14;{"from":"tab3","to":"tab1"}
tab2_notification_shown;00:33:22;{"message":"Neue Aufgabe in Tab2 - sofort überprüfen."}
tab_switch;00:33:25;{"from":"tab1","to":"tab2"}
tab2_task_started;00:33:25;{"totalBubbles":10,"trigger":"first_bubble_click"}
tab2_task_finished;00:33:30;{"completedBubbles":10}
tab_switch;00:33:32;{"from":"tab2","to":"tab3"}
tab_switch;00:33:36;{"from":"tab3","to":"tab1"}
tab_switch;00:34:09;{"from":"tab1","to":"tab3"}


ID;TYP;TEXT;ANGEZEIGT;TAB_BETRETEN;BEANTWORTET;REAKTIONSZEIT_SEK;RICHTIG;FEHLER
0;number;Drücken Sie die Zahl 1;00:32:29;00:32:45;00:32:47;17,85;true;0
1;check;Bestätigen Sie diese Meldung;00:32:35;00:32:45;00:32:48;12,77;true;0
2;cross;Lehnen Sie diese Meldung ab;00:33:10;00:33:12;00:33:13;3,27;true;0
3;text;Schreibe das Wort hallo;00:33:30;00:33:32;00:33:35;5,10;true;0
4;number;Drücken Sie die Zahl 7;00:33:48;00:34:09;00:34:11;23,22;true;0
5;check;Bestätigen Sie diese Meldung;00:33:58;00:34:09;00:34:12;13,91;true;0


GESAMTDAUER_SEKUNDEN;115,11
GESAMT_FEHLER;0
