TAB;BETRETEN;VERLASSEN;DAUER_SEKUNDEN
tab1;23:03:34;23:04:25;50,12
tab2;23:04:25;23:04:37;12,05
tab1;23:04:37;23:05:08;31,04
tab3;23:05:08;23:05:18;10,02


FELD;EINGABE;POSITION;ZEIT;TAB_BETRETEN
Tiere 1;Libelle;1;23:03:40;23:03:34
Tiere 2;Affe;2;23:03:42;23:03:34
Tiere 3;Esel;3;23:03:45;23:03:34
Tiere 4;Giraffe;4;23:03:48;23:03:34
Tiere 5;Hund;5;23:03:52;23:03:34
Tiere 6;Katze;6;23:03:53;23:03:34
Tiere 7;Maus;7;23:03:55;23:03:34
Tiere 8;Tiger;8;23:04:00;23:03:34
Tiere 9;Hase;9;23:04:07;23:03:34
Tiere 10;Hamster;10;23:04:10;23:03:34
Gegenstände 1;Maus;11;23:04:12;23:03:34
Gegenstände 2;Tisch;12;23:04:18;23:03:34
Gegenstände 3;Stuhl;13;23:04:25;23:04:25
Gegenstände 4;Stift;14;23:04:46;23:04:37
Gegenstände 5;Laptop;15;23:04:49;23:04:37
Gegenstände 6;Mikrofon;16;23:04:52;23:04:37
Gegenstände 7;Kamera;17;23:04:54;23:04:37
Gegenstände 8;Fenster;18;23:05:00;23:04:37
Gegenstände 9;Poster;19;23:05:02;23:04:37
Gegenstände 10;Lehne;20;23:05:08;23:05:08


EVENT;Zeit;DETAILS
tab2_notification_shown;23:04:12;{"message":"Neue Aufgabe in Tab2 - sofort überprüfen."}
tab_switch;23:04:25;{"from":"tab1","to":"tab2"}
tab2_task_started;23:04:26;{"totalBubbles":10,"trigger":"first_bubble_click"}
tab2_task_finished;23:04:31;{"completedBubbles":10}
tab_switch;23:04:37;{"from":"tab2","to":"tab1"}
tab_switch;23:05:08;{"from":"tab1","to":"tab3"}


ID;TYP;TEXT;ANGEZEIGT;TAB_BETRETEN;BEANTWORTET;REAKTIONSZEIT_SEK;RICHTIG;FEHLER
0;number;Drücken Sie die Zahl 1;23:03:45;23:05:08;23:05:10;84,92;true;0
1;check;Bestätigen Sie diese Meldung;23:03:53;23:05:08;23:05:10;76,81;true;0
2;cross;Lehnen Sie diese Meldung ab;23:04:07;23:05:08;23:05:11;63,84;true;0
3;text;Schreibe das Wort hallo;23:04:31;23:05:08;23:05:14;43,17;true;0
4;number;Drücken Sie die Zahl 7;23:04:46;23:05:08;23:05:15;29,27;true;0
5;check;Bestätigen Sie diese Meldung;23:05:00;23:05:08;23:05:16;16,59;true;0


GESAMTDAUER_SEKUNDEN;103,24
GESAMT_FEHLER;0
