TAB;BETRETEN;VERLASSEN;DAUER_SEKUNDEN
tab1;19:00:21;19:01:30;69,26
tab2;19:01:30;19:01:46;16,01
tab1;19:01:46;19:02:31;44,94
tab3;19:02:31;19:02:46;14,41


FELD;EINGABE;POSITION;ZEIT;TAB_BETRETEN
Tiere 1;Hund;1;19:00:35;19:00:21
Tiere 2;Bär;2;19:00:40;19:00:21
Tiere 3;Maus;3;19:00:43;19:00:21
Tiere 4;Laus;4;19:00:46;19:00:21
Tiere 5;Nilpferd;5;19:00:51;19:00:21
Tiere 6;fisch;6;19:00:58;19:00:21
Tiere 7;katze;7;19:01:02;19:00:21
Tiere 8;hase;8;19:01:05;19:00:21
Tiere 9;krokodil;9;19:01:11;19:00:21
Tiere 10;vogel;10;19:01:21;19:00:21
Gegenstände 1;Tisch;11;19:01:24;19:00:21
Gegenstände 2;stuhl;12;19:01:52;19:01:46
Gegenstände 3;Tasse;13;19:01:56;19:01:46
Gegenstände 4;Gabel;14;19:01:58;19:01:46
Gegenstände 5;Messer;15;19:02:01;19:01:46
Gegenstände 6;Löffel;16;19:02:05;19:01:46
Gegenstände 7;Vase;17;19:02:08;19:01:46
Gegenstände 8;Glas;18;19:02:14;19:01:46
Gegenstände 9;lampe;19;19:02:18;19:01:46
Gegenstände 10;Computer;20;19:02:31;19:02:31


EVENT;Zeit;DETAILS
tab2_notification_shown;19:01:24;{"message":"Neue Aufgabe in Tab2 - sofort überprüfen."}
tab_switch;19:01:30;{"from":"tab1","to":"tab2"}
tab2_task_started;19:01:35;{"totalBubbles":10,"trigger":"first_bubble_click"}
tab2_task_finished;19:01:42;{"completedBubbles":10}
tab_switch;19:01:46;{"from":"tab2","to":"tab1"}
tab_switch;19:02:31;{"from":"tab1","to":"tab3"}


ID;TYP;TEXT;ANGEZEIGT;TAB_BETRETEN;BEANTWORTET;REAKTIONSZEIT_SEK;RICHTIG;FEHLER
0;number;Drücken Sie die Zahl 1;19:00:43;19:02:31;19:02:33;110,56;true;0
1;check;Bestätigen Sie diese Meldung;19:00:58;19:02:31;19:02:34;96,34;true;0
2;cross;Lehnen Sie diese Meldung ab;19:01:11;19:02:31;19:02:35;84,16;true;0
3;text;Schreibe das Wort hallo;19:01:42;19:02:31;19:02:40;58,08;true;0
4;number;Drücken Sie die Zahl 7;19:01:58;19:02:31;19:02:42;44,32;true;0
5;check;Bestätigen Sie diese Meldung;19:02:14;19:02:31;19:02:44;29,44;true;0


GESAMTDAUER_SEKUNDEN;144,62
GESAMT_FEHLER;0
