TAB;BETRETEN;VERLASSEN;DAUER_SEKUNDEN
tab1;00:13:47;00:15:30;103,57
tab2;00:15:30;00:15:40;9,95
tab3;00:15:40;00:15:51;11,29


FELD;EINGABE;POSITION;ZEIT;TAB_BETRETEN
Tiere 1;Löwe;1;00:13:55;00:13:47
Tiere 2;Ochse;2;00:13:57;00:13:47
Tiere 3;Pferd;3;00:14:00;00:13:47
Tiere 4;Zebra;4;00:14:02;00:13:47
Tiere 5;Hund;5;00:14:04;00:13:47
Tiere 6;Katze;6;00:14:07;00:13:47
Tiere 7;Affe;7;00:14:11;00:13:47
Tiere 8;Maus;8;00:14:15;00:13:47
Tiere 9;Ratte;9;00:14:21;00:13:47
Tiere 10;Spinne;10;00:14:30;00:13:47
Gegenstände 1;Stift;11;00:14:34;00:13:47
Gegenstände 2;Maus;12;00:14:36;00:13:47
Gegenstände 3;Tisch;13;00:14:44;00:13:47
Gegenstände 4;Stuhl;14;00:14:47;00:13:47
Gegenstände 5;Fenster;15;00:14:52;00:13:47
Gegenstände 6;Laptop;16;00:15:01;00:13:47
Gegenstände 7;Lampe;17;00:15:05;00:13:47
Gegenstände 8;Tür;18;00:15:09;00:13:47
Gegenstände 9;Vase;19;00:15:21;00:13:47
Gegenstände 10;Block;20;00:15:30;00:15:30


EVENT;Zeit;DETAILS
tab2_notification_shown;00:14:34;{"message":"Neue Aufgabe in Tab2 - sofort überprüfen."}
tab_switch;00:15:30;{"from":"tab1","to":"tab2"}
tab2_task_started;00:15:32;{"totalBubbles":10,"trigger":"first_bubble_click"}
tab2_task_finished;00:15:37;{"completedBubbles":10}
tab_switch;00:15:40;{"from":"tab2","to":"tab3"}


ID;TYP;TEXT;ANGEZEIGT;TAB_BETRETEN;BEANTWORTET;REAKTIONSZEIT_SEK;RICHTIG;FEHLER
0;number;Drücken Sie die Zahl 1;00:14:00;00:15:40;00:15:42;102,41;true;0
1;check;Bestätigen Sie diese Meldung;00:14:07;00:15:40;00:15:43;96,13;true;0
2;cross;Lehnen Sie diese Meldung ab;00:14:21;00:15:40;00:15:44;83,26;true;0
3;number;Drücken Sie die Zahl 7;00:14:47;00:15:40;00:15:45;58,23;true;0
4;check;Bestätigen Sie diese Meldung;00:15:09;00:15:40;00:15:46;37,35;true;0
5;text;Schreibe das Wort hallo;00:15:37;00:15:40;00:15:50;13,49;true;0


GESAMTDAUER_SEKUNDEN;124,80
GESAMT_FEHLER;0
